word,pinyin,freq
不日不月,bu ri bu yue4,2.92
经验之谈,jing ya1n zhi tan,2.92
开花结果,ka1i hua jie guo,2.92
道学先生,da4o xue xian sheng,2.92
天下太平,tia1n xia tai ping,2.92
三十三天,sa1n shi san tian,2.92
举措不当,ju cuo bu da3ng,2.91
一坐一起,yi zuo1 yi qi,2.9
不可一世,bu ke4 yi shi,2.9
自出一家,zi chu yi jia4,2.9
千年一律,qia1n nian yi lv,2.9
任其自然,ren qi zi ra4n,2.89
公平正直,go1ng ping zheng zhi,2.89
神经过敏,shen jing guo2 min,2.89
利害相关,li ha4i xiang guan,2.89
无名英雄,wu ming ying xio2ng,2.89
无所不可,wu suo2 bu ke,2.89
不知就里,bu zhi jiu4 li,2.89
分别门户,fe1n bie men hu,2.88
令人瞩目,ling re4n zhu mu,2.88
读书君子,du shu jun zi2,2.88
变化无穷,bia4n hua wu qiong,2.88
高自位置,ga1o zi wei zhi,2.88
未为不可,we4i wei bu ke,2.87
无人之地,wu re2n zhi di,2.87
破玩意儿,po wa4n yi er,2.87
无关大局,wu gua2n da ju,2.87
君子协定,jun zi xie1 ding,2.87
重生父母,cho2ng sheng fu mu,2.87
软弱无力,rua3n ruo wu li,2.87
不得其死,bu de4 qi si,2.86
不知所可,bu zhi suo4 ke,2.86
聪明正直,co1ng ming zheng zhi,2.86
不知利害,bu zhi li ha4i,2.86
聪明一世,co1ng ming yi shi,2.86
不知所出,bu zhi suo4 chu,2.86
大肆宣传,da4 si xuan chuan,2.86
不敢后人,bu ga4n hou ren,2.86
一家老小,yi jia1 lao xiao,2.85
一家之学,yi jia1 zhi xue,2.85
不能自已,bu ne4ng zi yi,2.85
一日千里,yi ri qia1n li,2.85
无一不知,wu yi2 bu zhi,2.84
一班一级,yi ba1n yi ji,2.84
出入生死,chu ru she1ng si,2.84
变化如神,bia4n hua ru shen,2.83
慷慨激烈,ka1ng kai ji lie,2.83
无所不知,wu suo2 bu zhi,2.83
文过其实,wen guo2 qi shi,2.83
天下为家,tia1n xia wei jia,2.83
分化瓦解,fen hua1 wa jie,2.83
自作主张,zi zuo zhu zha4ng,2.83
日以为常,ri yi wei cha4ng,2.82
尺寸千里,chi cun qia3n li,2.82
奉行故事,fe4ng xing gu shi,2.82
以日为年,yi ri wei nia3n,2.82
力不能及,li bu ne4ng ji,2.82
风云变态,feng yun bia1n tai,2.82
老婆当军,la3o po dang jun,2.81
不顾大局,bu gu da4 ju,2.81
天地不容,tia1n di bu rong,2.81
尺寸之地,chi3 cun zhi di,2.81
一家无二,yi jia1 wu er,2.81
老成见到,la3o cheng jian dao,2.8
各就各位,ge4 jiu ge wei,2.8
不足为据,bu zu we4i ju,2.8
美中不足,mei zho3ng bu zu,2.8
言过其实,ya2n guo qi shi,2.8
出口伤人,chu kou sha1ng ren,2.79
是非之心,shi fe4i zhi xin,2.79
日就月将,ri jiu yue jia4ng,2.79
混淆是非,hun xia4o shi fei,2.78
不足为法,bu zu wei fa4,2.78
生动活泼,sheng do1ng huo po,2.78
为民父母,we2i min fu mu,2.78
名高天下,ming ga2o tian xia,2.77
公道合理,gong da1o he li,2.77
出人意外,chu ren yi wa1i,2.77
左右为难,zuo you wei na3n,2.77
一日万里,yi ri wa1n li,2.77
众多非一,zho4ng duo fei yi,2.76
言行一致,ya2n xing yi zhi,2.76
灿烂辉煌,ca4n lan hui huang,2.76
一至于此,yi1 zhi yu ci,2.76
不远千里,bu yua4n qian li,2.76
忘其所以,wa4ng qi suo yi,2.76
始终如一,shi zho3ng ru yi,2.76
艰难曲折,jia1n nan qu zhe,2.76
既成事实,ji che4ng shi shi,2.76
不知颠倒,bu zhi dia4n dao,2.76
感情用事,ga3n qing yong shi,2.75
拿下马来,na2 xia ma lai,2.75
全神关注,qua2n shen guan zhu,2.75
梦想颠倒,meng xia4ng dian dao,2.75
比类从事,bi lei co3ng shi,2.75
风流人物,fe1ng liu ren wu,2.75
纵横天下,zong heng tia4n xia,2.75
随机应变,sui ji ying bia2n,2.75
收因结果,sho1u yin jie guo,2.75
胜任愉快,sheng ren yu kua4i,2.75
十字街头,shi zi jie to2u,2.75
一表人物,yi bia1o ren wu,2.74
女中丈夫,nv zhong zha3ng fu,2.74
迎来送往,ying la2i song wang,2.74
送往迎来,song wa4ng ying lai,2.74
一些半些,yi xie ba1n xie,2.74
千人一面,qia1n ren yi mian,2.74
隔壁听话,ge bi ting hua2,2.73
不足介意,bu zu jie4 yi,2.73
光辉灿烂,gua1ng hui can lan,2.73
黑白混淆,hei ba1i hun xiao,2.73
席卷天下,xi jua2n tian xia,2.73
小脚女人,xia3o jiao nv ren,2.73
混淆黑白,hun xia4o hei bai,2.73
不堪造就,bu ka4n zao jiu,2.73
乐在其中,le za4i qi zhong,2.73
先天不足,xia1n tian bu zu,2.73
欢呼鼓舞,hua1n hu gu wu,2.73
了了可见,lia3o liao ke jian,2.72
少年老成,sha4o nian lao cheng,2.72
求之不得,qiu zhi bu de2,2.72
流血千里,liu xue qia2n li,2.72
乐天任命,le tia4n ren ming,2.72
一心一路,yi1 xin yi lu,2.72
万里长城,wa4n li chang cheng,2.72
令人注目,ling re4n zhu mu,2.72
难得糊涂,na2n de hu tu,2.72
真心诚意,zhe1n xin cheng yi,2.72
发财致富,fa1 cai zhi fu,2.71
了不可见,lia3o bu ke jian,2.71
西方净土,xi fa1ng jing tu,2.71
行家里手,ha2ng jia li shou,2.71
安心乐意,a1n xin le yi,2.71
轰动一时,ho1ng dong yi shi,2.71
冰雪聪明,bing xue co1ng ming,2.71
无可如何,wu ke2 ru he,2.7
孤立无助,gu li1 wu zhu,2.7
一门心思,yi me1n xin si,2.7
要而言之,ya4o er yan zhi,2.7
大有可为,da4 you ke wei,2.7
纷纷不一,fe1n fen bu yi,2.7
等而上之,deng er sha3ng zhi,2.7
貌似强大,ma4o si qiang da,2.7
不知所错,bu zhi suo4 cuo,2.7
事无大小,shi wu da4 xiao,2.7
不远万里,bu yua4n wan li,2.7
教学相长,jia4o xue xiang zhang,2.69
公平无私,go1ng ping wu si,2.69
是非分明,shi fe4i fen ming,2.69
以防万一,yi fa3ng wan yi,2.69
一代风流,yi da1i feng liu,2.69
山水相连,sha1n shui xiang lian,2.69
上下一心,sha4ng xia yi xin,2.69
本来面目,ben la3i mian mu,2.69
百年大业,ba3i nian da ye,2.69
力争上游,li zheng sha4ng you,2.69
流水无情,liu2 shui wu qing,2.69
狐狸尾巴,hu li wei ba2,2.68
手脚干净,shou jia3o gan jing,2.68
意义深长,yi yi shen cha4ng,2.68
无可不可,wu ke2 bu ke,2.68
始终若一,shi zho3ng ruo yi,2.68
讲经说法,jia3ng jing shuo fa,2.68
月下老人,yue xia4 lao ren,2.68
能上能下,neng sha2ng neng xia,2.68
扫除天下,sa3o chu tian xia,2.68
统筹兼顾,tong chou jia3n gu,2.68
顾虑重重,gu lv cho4ng chong,2.68
左右图史,zuo3 you tu shi,2.67
一手一脚,yi shou yi jia1o,2.67
不知轻重,bu zhi qing zho4ng,2.67
杜绝人事,du jue4 ren shi,2.67
一家之言,yi jia1 zhi yan,2.67
头面人物,tou mia2n ren wu,2.67
动荡不定,dong da4ng bu ding,2.67
有一得一,yo3u yi de yi,2.67
水晶灯笼,shui jing deng lo3ng,2.67
人事代谢,ren shi da2i xie,2.67
当面错过,da1ng mian cuo guo,2.67
公正无私,go1ng zheng wu si,2.67
不足轻重,bu zu qing zho4ng,2.67
自行其是,zi4 xing qi shi,2.66
一字一句,yi1 zi yi ju,2.66
方便之门,fa1ng bian zhi men,2.66
自由放任,zi you fa4ng ren,2.66
流水桃花,liu shui ta2o hua,2.66
桃花流水,ta2o hua liu shui,2.66
颠倒是非,dia1n dao shi fei,2.66
是非颠倒,shi fei dia4n dao,2.66
打成一片,da3 cheng yi pian,2.66
孤儿寡妇,gu er gua1 fu,2.66
不知起倒,bu zhi qi da4o,2.66
一线生机,yi xia1n sheng ji,2.65
各有所好,ge you suo ha4o,2.65
风俗人情,fe1ng su ren qing,2.65
人生如梦,re2n sheng ru meng,2.65
游戏人世,yo2u xi ren shi,2.65
道同志合,da4o tong zhi he,2.65
鳄鱼眼泪,e yu ya4n lei,2.65
格杀无论,ge sha2 wu lun,2.65
有色眼镜,you se ya3n jing,2.65
一日三岁,yi ri sa1n sui,2.65
万死一生,wa4n si yi sheng,2.65
黑白分明,hei ba1i fen ming,2.65
不分彼此,bu fe4n bi ci,2.64
英雄本色,ying xio1ng ben se,2.64
不知所云,bu zhi suo4 yun,2.64
呼吸相通,hu xi xia1ng tong,2.64
不知去向,bu zhi qu xia4ng,2.64
机关算尽,ji gua1n suan jin,2.64
大块文章,da4 kuai wen zhang,2.64
马上看花,ma3 shang kan hua,2.64
万里长征,wa4n li chang zheng,2.64
满不在意,ma3n bu zai yi,2.64
纯属骗局,chun shu pia2n ju,2.64
立足之地,li4 zu zhi di,2.64
成一家言,cheng yi jia3n yan,2.64
无私有意,wu si yo2u yi,2.64
心满意得,xin ma1n yi de,2.63
里通外国,li tong wa3i guo,2.63
横行天下,heng xing tia2n xia,2.63
禁止令行,ji4n zhi ling xing,2.63
事在人为,shi za4i ren wei,2.63
爱国如家,a4i guo ru jia,2.63
地狱变相,di yu bia4n xiang,2.63
令行禁止,li4ng xing jin zhi,2.63
令人发指,ling ren fa4 zhi,2.63
两部鼓吹,lia3ng bu gu chui,2.63
班马文章,ba1n ma wen zhang,2.63
快心满意,kua4i xin man yi,2.62
不知所言,bu zhi suo ya4n,2.62
杀人放火,sha1 ren fang huo,2.62
冷酷无情,le3ng ku wu qing,2.62
不同戴天,bu tong da4i tian,2.62
有心有意,yo3u xin you yi,2.62
王公大人,wa2ng gong da ren,2.62
名从主人,ming co2ng zhu ren,2.62
大树将军,da4 shu jiang jun,2.62
颠倒黑白,dia1n dao hei bai,2.62
公正廉洁,gong zheng lia1n jie,2.62
不过尔尔,bu guo4 er er,2.62
振奋人心,zhe4n fen ren xin,2.61
不可限量,bu ke xia4n liang,2.61
走马上任,zou ma3 shang ren,2.61
各有所长,ge yo4u suo cheng,2.61
四海一家,si ha4i yi jia,2.61
开华结果,ka1i hua jie guo,2.61
始终不懈,shi zho3ng bu xie,2.61
一表人才,yi bia1o ren cai,2.61
有心无力,yo3u xin wu li,2.61
毫不介意,ha2o bu jie yi,2.61
大家风范,da4 jia feng fan,2.61
天王老子,tia1n wang lao zi,2.61
谦虚谨慎,qia1n xu jin shen,2.61
道在人为,da4o zai ren wei,2.61
身后萧条,shen hou xia1o tiao,2.61
反面文章,fa3n mian wen zhang,2.61
贿赂并行,hui4 lu bing xing,2.61
一举千里,yi ju qia1n li,2.61
原原本本,yua2n yuan ben ben,2.61
万不得已,wa4n bu de yi,2.6
古今中外,gu jin zhong wa3i,2.6
等而下之,deng er xia3 zhi,2.6
理之当然,li zhi da3ng ran,2.6
流水高山,liu shui ga2o shan,2.6
一切众生,yi qie zho1ng sheng,2.6
四海他人,si ha4i ta ren,2.6
造因结果,za4o yin jie guo,2.6
文人学士,we2n ren xue shi,2.6
网开一面,wa3ng kai yi mian,2.6
卑鄙无耻,be1i bi wu chi,2.6
言者不知,ya2n zhe bu zhi,2.6
高山流水,ga1o shan liu shui,2.6
指挥可定,zhi hui ke3 ding,2.6
高官极品,ga1o guan ji pin,2.59
不易一字,bu yi4 yi zi,2.59
前因后果,qia2n yin hou guo,2.59
一至于斯,yi1 zhi yu si,2.59
一字不易,yi1 zi bu yi,2.59
逼不得已,bi bu de1 yi,2.59
东方将白,dong fang jiang bai,2.59
称心满意,chen xin ma4n yi,2.59
繁荣兴旺,fa2n rong xing wang,2.59
不知自量,bu zhi zi lia4ng,2.59
包打天下,ba1o da tian xia,2.59
上下同心,sha4ng xia tong xin,2.58
男女老小,na2n nv lao xiao,2.58
文献之家,wen xia2n zhi jia,2.58
一字长城,yi zi cha1ng cheng,2.58
故我依然,gu wo yi ra4n,2.58
相对无言,xia1ng dui wu yan,2.58
一点半点,yi dia1n ban dian,2.58
依然故我,yi ra1n gu wo,2.58
读书三到,du shu sa2n dao,2.58
养生之道,ya3ng sheng zhi dao,2.58
无尽无穷,wu jin wu qio2ng,2.58
不知死活,bu zhi si huo4,2.58
一体同心,yi ti to1ng xin,2.58
入死出生,ru si chu she4ng,2.58
春风一度,chun fe1ng yi du,2.58
出生入死,chu she1ng ru si,2.58
太平盛世,ta4i ping sheng shi,2.58
再做道理,za4i zuo dao li,2.58
树上开花,shu sha4ng kai hua,2.57
十二万分,shi er wa2n fen,2.57
风雨萧条,feng yu xia1o tiao,2.57
星星点点,xing xing dia1n dian,2.57
见所不见,jia4n suo bu jian,2.57
必不得已,bi bu de4 yi,2.57
不得开交,bu de ka4i jiao,2.57
暧昧不明,a4i mei bu ming,2.57
不见天日,bu jia4n tian ri,2.57
一举万里,yi ju wa1n li,2.57
机关用尽,ji gua1n yong jin,2.57
天高地下,tia1n gao di xia,2.57
难以为情,na2n yi wei qing,2.56
不足为意,bu zu we4i yi,2.56
有我无人,yo3u wo wu ren,2.56
万象更新,wa4n xiang geng xin,2.56
心手相应,xin shou xia1ng ying,2.56
岁不我与,sui bu wo4 yu,2.56
情不可却,qing bu ke2 que,2.56
朝野上下,cha2o ye shang xia,2.56
生死关头,sheng si gua1n tou,2.56
靠天吃饭,ka4o tian chi fan,2.56
在家出家,za4i jia chu jia,2.56
自作聪明,zi zuo4 cong ming,2.55
陷入僵局,xia4n ru jiang ju,2.55
一路顺风,yi lu shun fe1ng,2.55
击中要害,ji zhong ya1o hai,2.55
一物不知,yi1 wu bu zhi,2.55
天上麒麟,tia1n shang qi lin,2.55
人才出众,ren ca2i chu zhong,2.55
言行不符,ya2n xing bu fu,2.54
举止大方,ju zhi da3 fang,2.54
读书得间,du shu de jia2n,2.54
风云突变,feng yun tu bia1n,2.54
地上天宫,di sha4ng tian gong,2.54
依然如故,yi ra1n ru gu,2.54
心中有数,xin zho1ng you shu,2.54
区区小事,qu qu xia1o shi,2.54
变化无常,bia4n hua wu chang,2.54
六合之内,liu he4 zhi nei,2.54
自我吹嘘,zi wo4 chui xu,2.54
再作道理,za4i zuo dao li,2.54
阴谋诡计,yin mo1u gui ji,2.54
一举成名,yi ju che1ng ming,2.54
天下大乱,tia1n xia da luan,2.54
天下无双,tia1n xia wu shuang,2.54
迟疑不断,chi yi bu dua2n,2.54
云集响应,yun ji xia2ng ying,2.53
用心竭力,yo4ng xin jie li,2.53
除旧更新,chu jiu ge2ng xin,2.53
道路以目,da4o lu yi mu,2.53
有年无月,you nia3n wu yue,2.53
率以为常,shua4i yi wei chang,2.53
情同一家,qing tong yi jia2,2.53
颠倒阴阳,dia1n dao yin yang,2.53
同日而言,tong ri er ya2n,2.53
混淆视听,hun xia4o shi ting,2.53
真相大白,zhen xia1ng da bai,2.53
不顾死活,bu gu si huo4,2.53
变化多端,bia4n hua duo duan,2.53
立谈之间,li ta4n zhi jian,2.53
不管一二,bu gua4n yi er,2.53
比众不同,bi zho3ng bu tong,2.53
自我作故,zi wo4 zuo gu,2.53
高人一等,ga1o ren yi deng,2.53
不知好歹,bu zhi ha4o dai,2.52
繁荣富强,fa2n rong fu qiang,2.52
狗屁不通,go3u pi bu tong,2.52
大喊大叫,da4 han da jiao,2.52
指挥若定,zhi hui ruo3 ding,2.52
表里一致,bia3o li yi zhi,2.52
不近道理,bu jin da4o li,2.52
一步一鬼,yi bu yi gui1,2.52
适当其冲,shi da4ng qi chong,2.52
家长里短,jia1 chang li duan,2.52
相反相成,xia1ng fan xiang cheng,2.51
艰苦朴素,jia1n ku pu su,2.51
自立门户,zi li me4n hu,2.51
大江南北,da4 jiang nan bei,2.51
神通广大,shen tong gua2ng da,2.51
清平世界,qing ping shi jie1,2.51
要害之地,ya4o hai zhi di,2.51
破除迷信,po4 chu mi xin,2.51
百花生日,ba3i hua sheng ri,2.51
有何面目,you he mia3n mu,2.51
具体而微,ju ti e4r wei,2.51
思潮起伏,si cha1o qi fu,2.51
迷惑视听,mi huo2 shi ting,2.51
男女有别,na2n nv you bie,2.51
议事日程,yi shi ri che4ng,2.51
各自为战,ge zi wei zha4n,2.51
一家之计,yi jia1 zhi ji,2.51
通无共有,to1ng wu gong you,2.51
开花结实,ka1i hua jie shi,2.51
极而言之,ji er ya2n zhi,2.51
正直无私,zhe4ng zhi wu si,2.51
从容应对,co2ng rong ying dui,2.51
一家一计,yi jia1 yi ji,2.51
表里相应,bia3o li xiang ying,2.51
通共有无,to1ng gong you wu,2.51
扫地出门,sa3o di chu men,2.5
大发议论,da4 fa yi lun,2.5
不以为奇,bu yi we4i qi,2.5
不当不正,bu da4ng bu zheng,2.5
不立文字,bu li we4n zi,2.5
大千世界,da4 qian shi jie,2.5
互相标榜,hu xia4ng biao bang,2.5
天下为公,tia1n xia wei gong,2.5
天工人代,tia1n gong ren dai,2.5
是非得失,shi fe4i de shi,2.5
调和阴阳,tia2o he yin yang,2.5
言行相符,ya2n xing xiang fu,2.5
半信不信,ba4n xin bu xin,2.5
通力合作,to1ng li he zuo,2.5
反面无情,fa3n mian wu qing,2.5
一面如旧,yi mia1n ru jiu,2.5
一面之词,yi mia1n zhi ci,2.5
冷血动物,leng xue do3ng wu,2.49
上方宝剑,sha4ng fang bao jian,2.49
嚣张一时,xia1o zhang yi shi,2.49
反复无常,fa3n fu wu chang,2.49
运用自如,yun yo4ng zi ru,2.49
风行一时,fe1ng xing yi shi,2.49
四海九州,si ha4i jiu zhou,2.49
九州四海,jiu zhou si ha3i,2.49
千金一刻,qia1n jin yi ke,2.49
一刻千金,yi ke qia1n jin,2.49
牛之一毛,niu zhi yi ma2o,2.49
开国功臣,ka1i guo gong chen,2.49
质疑问难,zhi yi wen na4n,2.49
旁观者清,pa2ng guan zhe qing,2.49
一把死拿,yi ba1 si na,2.49
傲慢无礼,a4o man wu li,2.49
当断不断,da1ng duan bu duan,2.49
近亲繁殖,jin qin fa4n zhi,2.49
一家一火,yi jia1 yi huo,2.49
有无相通,you wu xia3ng tong,2.48
阴阳交错,yin ya1ng jiao cuo,2.48
配套成龙,pei ta4o cheng long,2.48
不足为凭,bu zu we4i ping,2.48
令人神往,ling ren shen wa4ng,2.48
所在皆是,suo za3i jie shi,2.48
后来居上,hou la4i ju shang,2.48
快意当前,kua4i yi dang qian,2.48
走为上着,zou wei sha3ng zhao,2.48
千古一时,qia1n gu yi shi,2.48
成龙配套,cheng long pei ta2o,2.48
不在话下,bu za4i hua xia,2.48
寓意深远,yu yi shen yua4n,2.48
先花后果,xia1n hua hou guo,2.48
三天两头,sa1n tian liang tou,2.48
一统天下,yi tong tia1n xia,2.48
火热水深,huo3 re shui shen,2.48
名满天下,ming ma2n tian xia,2.48
北道主人,bei da3o zhu ren,2.47
长此以往,cha2ng ci yi wang,2.47
遍地开花,bia4n di kai hua,2.47
鱼龙变化,yu long bia2n hua,2.47
新人新事,xin re1n xin shi,2.47
不乏先例,bu fa4 xian li,2.47
羽毛丰满,yu ma3o feng man,2.47
心口相应,xin kou xia1ng ying,2.47
同心合力,to2ng xin he li,2.47
相亲相爱,xia1ng qin xiang ai,2.47
用心用意,yo4ng xin yong yi,2.47
神经错乱,shen jing cuo lua2n,2.47
千人所指,qia1n ren suo zhi,2.47
远年近日,yua3n nian jin ri,2.47
成人之美,che2ng ren zhi mei,2.47
不可造次,bu ke za4o ci,2.47
春风得意,chun fe1ng de yi,2.47
风靡一时,fe1ng mi yi shi,2.46
清水衙门,qing shui ya1 men,2.46
愚昧无知,yu me2i wu zhi,2.46
无所不有,wu suo2 bu you,2.46
天下归心,tia1n xia gui xin,2.46
一面之交,yi mia1n zhi jiao,2.46
自我陶醉,zi wo ta4o zui,2.46
让三让再,ra4ng san rang zai,2.46
出口成章,chu kou cheng zha1ng,2.46
酒肉朋友,jiu ro3u peng you,2.46
让再让三,ra4ng zai rang san,2.46
迷惑不解,mi huo2 bu jie,2.45
东南之美,dong na1n zhi mei,2.45
日许时间,ri xu shi jia4n,2.45
各有所短,ge you suo dua4n,2.45
小大由之,xia3o da you zhi,2.45
心事重重,xin shi cho1ng chong,2.45
无所不为,wu suo2 bu wei,2.45
漆黑一团,qi hei yi tua1n,2.45
来历不明,la2i li bu ming,2.45
千里一曲,qia1n li yi qu,2.45
无大不大,wu da2 bu da,2.45
云过天空,yun guo tia2n kong,2.45
东西易面,dong xi yi mia1n,2.45
血肉相连,xue rou xia4ng lian,2.45
一团漆黑,yi tua1n qi hei,2.45
应付自如,yi4ng fu zi ru,2.45
天宝当年,tian bao dang nian,2.45
和睦相处,he mu xia2ng chu,2.45
火烧眉毛,huo sha3o mei mao,2.45
不失时机,bu shi4 shi ji,2.45
邂逅相遇,xie hou xia4ng yu,2.45
及时行乐,ji shi xing le2,2.44
离奇古怪,li qi gu gua2i,2.44
纵横交错,zong heng jia4o cuo,2.44
格杀不论,ge sha2 bu lun,2.44
目不知书,mu bu zhi4 shu,2.44
不因不由,bu yin bu yo4u,2.44
苍白无力,a1ng bai bui li,2.44
花花世界,hua1 hua shi jie,2.44
一走了之,yi zou lia1o zhi,2.44
报应不爽,ba4o ying bu shuang,2.44
喘息之间,chua3n xi zhi jian,2.44
天各一方,tia1n ge yi fang,2.44
千古一律,qia1n gu yi lv,2.44
自我作古,zi wo4 zuo gu,2.44
公私兼顾,gong si jia1n gu,2.44
公正不阿,go1ng zheng bu e,2.44
大发慈悲,da4 fa ci bei,2.43
生公说法,sheng gong shuo fa1,2.43
无可比拟,wu ke2 bi ni,2.43
不敢造次,bu ga4n zao ci,2.43
将无做有,jia1ng wu zuo you,2.43
因果报应,yin guo ba1o ying,2.43
不敢自专,bu ga4n zi zhuan,2.43
小户人家,xia3o hu ren jia,2.43
尺寸可取,chi cun ke3 qu,2.43
至死不变,zhi si bu bia4n,2.43
出头露面,chu tou lu mia1n,2.43
人人皆知,re2n ren jie zhi,2.43
未达一间,wei da4 yi jian,2.43
操纵自如,ca1o zong zi ru,2.43
力不能支,li bu ne4ng zhi,2.43
地上天官,di sha4ng tian guan,2.43
名胜古迹,ming she2ng gu ji,2.43
不见经传,bu jia4n jing zhuan,2.43
没法没天,mei fa2 mei tian,2.43
好自为之,ha4o zi wei zhi,2.43
得步进步,de2 bu jin bu,2.43
不可奈何,bu ke ma4i he,2.43
九死一生,jiu si yi she3ng,2.43
器满意得,qi ma4n yi de,2.43
深入骨髓,she1n ru gu sui,2.43
一生九死,yi she1ng jiu si,2.43
惊喜交集,jing xi jia1o ji,2.43
一身两头,yi shen lia1ng tou,2.43
甘心情愿,ga1n xin qing yuan,2.42
明公正道,ming gong zheng da2o,2.42
潇洒风流,xia1o sa feng liu,2.42
三星在天,sa1n xing zai tian,2.42
不足为奇,bu zu we4i qi,2.42
暗中摸索,a4n zhong mo suo,2.42
花样翻新,hua1 yang fan xin,2.42
执法不阿,zhi fa2 bu a,2.42
利害得失,li ha4i de shi,2.42
含糊不明,ha2n hu bu ming,2.42
视为知己,shi we4i zhi ji,2.42
乐不可极,le4 bu ke ji,2.42
把持不定,ba3 chi bu ding,2.42
默默无言,mo mo wu ya4n,2.42
不如归去,bu ru gui4 qu,2.42
风流潇洒,feng liu xia1o sa,2.42
一天一地,yi tia1n yi di,2.42
儿女之情,e2r nv zhi qing,2.42
一方之任,yi fa1ng zhi ren,2.42
人中狮子,ren zho2ng shi zi,2.42
不可逾越,bu ke4 yu yue,2.42
割据一方,ge ju yi fa1ng,2.41
难于上天,na2n yu shang tian,2.41
谈何容易,ta2n he rong yi,2.41
执法如山,zhi fa2 ru shan,2.41
破烂不堪,po la4n bu kan,2.41
能说会道,neng shuo hui da2o,2.41
一面之款,yi mia1n zhi kuan,2.41
贪心不足,ta1n xin bu zu,2.41
河东狮子,he do2ng shi zi,2.41
治病救人,zhi bing jiu re4n,2.41
鞠躬尽力,ju go1ng jin li,2.41
毁于一旦,hui yu yi da3n,2.41
会道能说,hui da4o neng shuo,2.41
千金之子,qia1n jin zhi zi,2.41
十死一生,shi si yi she2ng,2.41
绝顶聪明,jue ding co2ng ming,2.41
一年半载,yi nia1n ban zai,2.41
不由分说,bu yo4u fen shuo,2.41
一班半点,yi ba1n ban dian,2.41
罗之一目,luo2 zhi yi mu,2.41
反面教员,fa3n mian jiao yuan,2.41
四面出击,si mia4n chu ji,2.41
著作等身,zhu zuo4 deng shen,2.41
平地风波,ping di feng bo2,2.41
一日之长,yi ri zhi zha1ng,2.4
油然而生,you ra2n er sheng,2.4
门户之争,me2n hu zhi zheng,2.4
八字打开,ba1 zi da kai,2.4
放眼世界,fa4ng yan shi jie,2.4
一代楷模,yi da1i kai mo,2.4
循环无端,xun hua2n wu duan,2.4
分别部居,fe1n bie bu ju,2.4
广文先生,gua3ng wen xian sheng,2.4
闭门读书,bi me4n du shu,2.4
精力充沛,jing li cho1ng pei,2.4
没法奈何,mei fa2 nai he,2.4
一家之作,yi jia1 zhi zuo,2.4
横行不法,heng xing bu fa2,2.4
不可救药,bu ke jiu ya4o,2.4
感激不尽,ga3n ji bu jin,2.4
适当其时,shi da4ng qi shi,2.4
一世龙门,yi shi lo1ng men,2.4
不留余地,bu liu4 yu di,2.39
开阔眼界,ka1i kuo yan jie,2.39
猖獗一时,cha1ng jue yi shi,2.39
秀才造反,xiu ca4i zao fan,2.39
言论风生,ya2n lun feng sheng,2.39
同声相应,tong sheng xia2ng ying,2.39
风行水上,feng xing shui sha1ng,2.39
尽力而为,jin li e4r wei,2.39
风行一世,fe1ng xing yi shi,2.39
百年之好,ba3i nian zhi hao,2.39
